0
349	1.227214e+02
268	1.124287e+02
288	1.120033e+02
304	1.091085e+02
326	1.091085e+02
257	9.881583e+01
308	9.881583e+01
323	9.881583e+01
334	9.881583e+01
382	8.911904e+01
359	8.585969e+01
211	7.683666e+01
406	7.394184e+01
30	6.364916e+01
171	6.364916e+01
350	6.364916e+01
370	6.364916e+01
384	6.364916e+01
395	6.364916e+01
376	6.255020e+01

1
326	2.619819e+02
349	2.318391e+02
334	2.258105e+02
323	2.107391e+02
370	2.107391e+02
304	2.066814e+02
383	2.024279e+02
329	8.223196e+01
384	7.461455e+01
268	7.361483e+01
408	6.716054e+01
292	6.685561e+01
308	6.487157e+01
47	6.260470e+01
376	5.930422e+01
407	5.930422e+01
30	5.854340e+01
211	5.854340e+01
359	5.854340e+01
395	5.854340e+01

2
343	2.154230e+02
349	1.679329e+02
148	1.392886e+02
36	1.335908e+02
166	1.318321e+02
286	1.179362e+02
293	1.149954e+02
299	1.147017e+02
294	1.002860e+02
316	9.803062e+01
121	9.593136e+01
47	9.456377e+01
156	8.933761e+01
12	8.431443e+01
335	8.325394e+01
308	8.111746e+01
405	7.346323e+01
323	6.955582e+01
195	6.783184e+01
234	6.463487e+01

3
284	1.585452e+02
255	1.555954e+02
55	1.521610e+02
326	7.675353e+01
334	7.026123e+01
211	6.935003e+01
308	6.935003e+01
359	6.935003e+01
268	6.894281e+01
323	6.857995e+01
257	6.765525e+01
383	6.552198e+01
288	6.285772e+01
370	6.285772e+01
407	6.285772e+01
395	6.246401e+01
349	6.245051e+01
304	5.948166e+01
384	5.810497e+01
171	5.674178e+01

4
335	4.896274e+01
343	4.896274e+01
45	4.889126e+01
127	4.889126e+01
179	4.889126e+01
275	4.889126e+01
286	4.889126e+01
313	4.889126e+01
322	4.889126e+01
329	4.889126e+01
342	4.889126e+01
121	4.244404e+01
304	3.665441e+01
326	3.665441e+01
327	3.665441e+01
334	3.665441e+01
349	3.665441e+01
359	3.665441e+01
370	3.665441e+01
374	3.665441e+01

5
326	2.007711e+02
268	1.925780e+02
395	1.695103e+02
323	1.683096e+02
47	1.612400e+02
343	1.518927e+02
257	1.250618e+02
25	1.206784e+02
359	1.147406e+02
100	1.141360e+02
318	1.123922e+02
308	9.914268e+01
370	9.914268e+01
324	9.647179e+01
334	9.527112e+01
288	9.297139e+01
407	7.892944e+01
304	7.857078e+01
287	7.632533e+01
171	7.182667e+01

6
406	2.783229e+02
49	2.700162e+02
384	2.641493e+02
421	2.377518e+02
294	1.275017e+02
39	1.218531e+02
255	1.127016e+02
80	1.090538e+02
156	7.651617e+01
185	6.486037e+01
315	6.290327e+01
327	6.290327e+01
408	6.056768e+01
343	5.446327e+01
360	5.105245e+01
239	4.904722e+01
290	4.695477e+01
87	4.650151e+01
417	4.577913e+01
169	4.542579e+01

7
358	2.276859e+02
339	2.195769e+02
156	2.113024e+02
61	1.749084e+02
155	1.686726e+02
242	1.666339e+02
303	1.666339e+02
269	1.655350e+02
316	1.404707e+02
207	1.384320e+02
212	1.175159e+02
346	1.156471e+02
371	1.156471e+02
47	9.252870e+01
7	7.551999e+01
121	7.489480e+01
38	6.860196e+01
370	6.753968e+01
54	6.062165e+01
298	6.062165e+01

8
156	8.752158e+01
339	8.752158e+01
61	8.036904e+01
155	8.036904e+01
242	8.036904e+01
269	8.036904e+01
358	8.036904e+01
68	4.520238e+01
303	4.520238e+01
370	4.520238e+01
31	3.816904e+01
46	3.816904e+01
198	3.816904e+01
238	3.816904e+01
315	3.816904e+01
28	1.015492e+01
32	1.015492e+01
39	1.015492e+01
43	1.015492e+01
47	1.015492e+01

9
61	1.791412e+02
349	1.449363e+02
