0
308	5.093460e+01
370	3.859135e+01
326	3.405837e+01
334	3.122474e+01
323	2.945381e+01
257	2.892083e+01
268	2.531180e+01
288	2.388535e+01
304	2.318280e+01
349	2.095101e+01
376	1.794426e+01
211	1.583548e+01
359	1.516767e+01
171	1.296375e+01
406	1.267690e+01
324	1.212504e+01
382	1.077776e+01
395	1.070994e+01
350	8.743926e+00
135	8.514905e+00

1
334	4.423460e+01
370	4.060471e+01
211	3.848978e+01
326	3.754792e+01
349	3.455399e+01
308	3.044292e+01
323	2.949964e+01
383	2.880074e+01
304	2.793075e+01
268	2.360653e+01
171	2.013272e+01
395	1.846320e+01
30	1.793374e+01
257	1.788102e+01
350	1.752635e+01
288	1.557634e+01
407	1.555552e+01
359	1.273585e+01
12	1.270872e+01
384	1.147832e+01

2
211	3.744925e+01
349	3.242877e+01
350	2.608216e+01
12	2.528657e+01
308	2.525870e+01
334	2.510514e+01
326	2.071014e+01
383	2.000699e+01
407	1.953500e+01
316	1.835504e+01
252	1.668470e+01
395	1.613995e+01
170	1.497109e+01
30	1.482450e+01
419	1.482450e+01
268	1.429525e+01
323	1.413981e+01
106	1.366784e+01
171	1.330570e+01
29	1.277646e+01

3
211	4.797532e+01
334	4.198212e+01
308	3.746872e+01
349	3.365747e+01
326	3.089693e+01
370	3.050380e+01
350	2.959825e+01
383	2.927391e+01
268	2.832779e+01
304	2.331175e+01
171	2.279093e+01
395	2.186330e+01
323	2.139287e+01
407	2.056312e+01
257	2.004695e+01
419	1.846690e+01
30	1.799650e+01
12	1.788071e+01
288	1.701435e+01
359	1.629417e+01

4
211	2.657888e+01
349	2.218991e+01
334	2.032270e+01
350	1.974431e+01
383	1.734825e+01
12	1.546580e+01
308	1.518793e+01
407	1.518793e+01
326	1.471972e+01
395	1.466005e+01
304	1.311963e+01
252	1.290974e+01
30	1.215034e+01
419	1.215034e+01
370	1.205283e+01
171	1.063155e+01
268	1.063155e+01
376	9.433520e+00
386	9.197779e+00
170	9.112757e+00

5
308	5.279414e+01
323	4.285865e+01
326	4.152864e+01
268	3.815775e+01
211	3.438531e+01
324	3.327356e+01
257	3.310291e+01
334	3.064805e+01
349	2.848818e+01
350	2.420123e+01
395	2.367040e+01
304	2.195642e+01
407	2.081224e+01
288	1.911653e+01
383	1.812606e+01
12	1.714915e+01
171	1.656345e+01
252	1.538598e+01
30	1.512065e+01
419	1.506190e+01

6
384	4.118681e+01
49	3.513818e+01
421	3.115510e+01
406	2.769249e+01
87	2.515891e+01
169	1.624454e+01
287	1.462858e+01
239	1.319718e+01
153	1.310286e+01
107	1.164258e+01
156	1.043388e+01
232	9.395414e+00
170	7.885522e+00
226	7.170430e+00
327	6.540394e+00
315	6.537150e+00
414	6.194196e+00
321	6.189460e+00
408	5.880289e+00
126	5.810199e+00

7
339	7.896244e+01
358	7.623455e+01
61	4.755656e+01
155	4.709666e+01
156	4.200588e+01
303	3.537278e+01
212	2.863610e+01
269	2.150313e+01
242	2.028705e+01
258	1.161508e+01
195	1.146888e+01
344	1.065050e+01
144	9.679231e+00
356	9.564095e+00
25	9.508722e+00
207	8.913726e+00
167	7.743385e+00
41	6.663415e+00
249	6.544808e+00
50	6.492925e+00

8
156	2.357401e+01
358	2.091836e+01
339	2.009435e+01
269	1.729509e+01
155	1.512763e+01
61	1.468194e+01
303	1.206879e+01
242	1.186677e+01
238	1.126070e+01
198	5.630349e+00
245	4.696354e+00
355	3.522266e+00
88	3.045672e+00
68	3.017198e+00
31	2.815174e+00
46	2.815174e+00
225	2.348177e+00
332	2.348177e+00
422	2.348177e+00
327	2.284254e+00

9
155	3.405086e+01
358	3.165411e+01
156	2.822130e+01
61	2.807922e+01
303	2.174802e+01
269	2.164685e+01
339	1.927028e+01
258	1.359872e+01
242	1.292329e+01
144	9.679231e+00
167	7.743385e+00
309	5.855332e+00
49	5.381696e+00
169	5.381696e+00
340	5.381696e+00
384	5.381696e+00
405	5.381696e+00
139	4.953044e+00
9	4.739636e+00
305	4.739636e+00

10
198	1.933637e+01
135	1.515921e+01
195	1.374758e+01
269	1.297888e+01
254	1.207848e+01
238	1.158482e+01
148	1.151424e+01
262	8.940713e+00
156	8.737192e+00
272	7.439687e+00
339	6.495313e+00
413	6.183417e+00
25	6.135991e+00
79	5.682106e+00
61	5.630349e+00
40	5.562882e+00
316	5.303159e+00
358	5.144138e+00
364	5.119312e+00
159	5.090529e+00

11
156	4.716525e+01
155	4.528811e+01
358	4.341946e+01
303	3.429381e+01
61	3.066996e+01
269	2.811356e+01
339	2.331196e+01
242	2.268523e+01
258	1.359872e+01
238	1.194648e+01
144	9.679231e+00
167	7.743385e+00
159	6.978025e+00
340	6.827441e+00
309	5.855332e+00
198	5.630349e+00
139	5.436801e+00
115	5.406230e+00
323	4.839526e+00
266	4.616197e+00

12
185	3.774743e+01
79	3.512751e+01
287	2.561339e+01
170	2.115146e+01
169	1.922637e+01
87	1.876306e+01
350	1.789155e+01
342	1.644562e+01
221	1.302414e+01
